Body,Transmission,Fuel,Brand,Model,Price,Color,Length,Width,Height,Wheel Base,Gear Box,Seats,Cargo Volume,Max Torque At
sedan,manual,petrol,chevrolet,chevrolet sail,265248,white,4249.0,1690.0,1503.0,2465.0,5 speed,5.0,370.0,5000.0
hatchback,manual,petrol,chevrolet,chevrolet beat,110000,blue,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet beat,235000,super red,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
muv,manual,diesel,chevrolet,chevrolet enjoy,300000,linen beige,4305.0,1680.0,1750.0,2720.0,5 speed,7.0,195.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet spark,120938,platinum metallic,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,petrol,chevrolet,chevrolet sail hatchback,195000,white,3946.0,1690.0,1503.0,2465.0,5 speed,5.0,248.0,5000.0
hatchback,manual,diesel,chevrolet,chevrolet beat,190000,sand drift grey,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
muv,manual,diesel,chevrolet,chevrolet enjoy,270000,switch blade silver,4305.0,1680.0,1750.0,2720.0,5 speed,8.0,195.0,1750.0
hatchback,manual,diesel,chevrolet,chevrolet beat,250000,sand drift grey,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet beat,145000,linen beige,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet spark,68000,grey,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,petrol,chevrolet,chevrolet spark,80000,olympic white,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,petrol,chevrolet,chevrolet spark,150000,summit white,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,petrol,chevrolet,chevrolet beat,215000,caviar black,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
sedan,automatic,diesel,chevrolet,chevrolet cruze,300000,white,4597.0,1788.0,1477.0,2685.0,6 speed,5.0,170.0,2600.0
hatchback,manual,diesel,chevrolet,chevrolet beat,160000,white,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet aveo u-va,70000,blazing red,3880.0,1670.0,1495.0,2480.0,5 speed,5.0,220.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet beat,198261,caviar black,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
sedan,manual,diesel,chevrolet,chevrolet sail,300000,summit white,4249.0,1690.0,1503.0,2465.0,5 speed,5.0,370.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet spark,120000,blazing red,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,1750.0
hatchback,manual,diesel,chevrolet,chevrolet beat,105000,summit white,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
suv,manual,diesel,chevrolet,chevrolet captiva,442737,white,4660.0,1870.0,1755.0,2705.0,5 speed,7.0,170.0,2000.0
hatchback,manual,petrol,chevrolet,chevrolet sail hatchback,135000,sandrift grey,3946.0,1690.0,1503.0,2465.0,5 speed,5.0,248.0,5000.0
sedan,manual,petrol,chevrolet,chevrolet aveo,120000,green,4310.0,1710.0,1505.0,2480.0,5 speed,5.0,400.0,3500.0
sedan,manual,diesel,chevrolet,chevrolet sail,223439,grey,4249.0,1690.0,1503.0,2465.0,5 speed,5.0,370.0,1750.0
hatchback,manual,diesel,chevrolet,chevrolet beat,140000,switch blade silver,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet beat,150000,black,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
sedan,manual,diesel,chevrolet,chevrolet cruze,480000,summit white,4597.0,1788.0,1477.0,2685.0,6 speed,5.0,450.0,2000.0
hatchback,manual,diesel,chevrolet,chevrolet beat,185000,golden,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
sedan,automatic,diesel,chevrolet,chevrolet cruze,875000,brown,4597.0,1788.0,1477.0,2685.0,6 speed,5.0,450.0,2000.0
hatchback,manual,diesel,chevrolet,chevrolet sail hatchback,270000,silver,3946.0,1690.0,1503.0,2465.0,5 speed,5.0,248.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet beat,175000,blue,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
muv,manual,petrol,chevrolet,chevrolet enjoy,281572,sandrift grey,4305.0,1680.0,1750.0,2720.0,5 speed,7.0,195.0,4400.0
sedan,manual,petrol,chevrolet,chevrolet sail,150000,switch blade silver,4249.0,1690.0,1503.0,2465.0,5 speed,5.0,370.0,5000.0
hatchback,manual,diesel,chevrolet,chevrolet beat,210000,sand drift grey,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet beat,110000,summit white,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
muv,manual,diesel,chevrolet,chevrolet enjoy,200000,sandrift grey,4305.0,1680.0,1750.0,2720.0,5 speed,8.0,195.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet beat,90000,summit white,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
sedan,manual,petrol,chevrolet,chevrolet aveo,250000,grey,4310.0,1710.0,1505.0,2480.0,5 speed,5.0,400.0,3500.0
hatchback,manual,petrol,chevrolet,chevrolet spark,125000,blue,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,petrol,chevrolet,chevrolet spark,150000,yellow,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
suv,automatic,diesel,chevrolet,chevrolet trailblazer,550000,summit white,4878.0,2132.0,1851.0,2845.0,6 speed,7.0,205.0,2000.0
hatchback,manual,petrol,chevrolet,chevrolet beat,100000,silver,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
hatchback,manual,diesel,chevrolet,chevrolet beat,180000,sand drift grey,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
sedan,automatic,diesel,chevrolet,chevrolet cruze,525000,white,4597.0,1788.0,1477.0,2685.0,6 speed,5.0,170.0,2000.0
hatchback,manual,petrol,chevrolet,chevrolet spark,99121,red,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
muv,manual,diesel,chevrolet,chevrolet tavera,225000,white,4435.0,1680.0,1765.0,2685.0,5 speed,10.0,170.0,4200.0
hatchback,manual,petrol,chevrolet,chevrolet spark,80000,grey,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,petrol,chevrolet,chevrolet spark,80000,red,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,diesel,chevrolet,chevrolet sail hatchback,250000,white,3946.0,1690.0,1503.0,2465.0,5 speed,5.0,248.0,1750.0
muv,manual,diesel,chevrolet,chevrolet enjoy,300000,switch blade silver,4305.0,1680.0,1750.0,2720.0,5 speed,7.0,195.0,1750.0
hatchback,manual,diesel,chevrolet,chevrolet sail hatchback,400000,summit white,3946.0,1690.0,1503.0,2465.0,5 speed,5.0,248.0,1750.0
sedan,automatic,diesel,chevrolet,chevrolet cruze,260000,white,4597.0,1788.0,1477.0,2685.0,6 speed,5.0,248.0,2000.0
hatchback,manual,petrol,chevrolet,chevrolet beat,105000,summit white,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
sedan,manual,petrol,chevrolet,chevrolet optra,100000,silver,4500.0,1725.0,1445.0,2600.0,5 speed,5.0,170.0,4400.0
sedan,automatic,diesel,chevrolet,chevrolet cruze,225000,diamond white,4597.0,1788.0,1477.0,2685.0,6 speed,5.0,170.0,2600.0
hatchback,manual,petrol,chevrolet,chevrolet beat,115000,green cocktail,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
sedan,automatic,diesel,chevrolet,chevrolet cruze,494000,white,4597.0,1788.0,1477.0,2685.0,6 speed,5.0,170.0,2000.0
hatchback,manual,diesel,chevrolet,chevrolet beat,120353,switch blade silver,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
suv,automatic,diesel,chevrolet,chevrolet captiva,430000,white,4660.0,1870.0,1755.0,2705.0,5 speed,7.0,170.0,2000.0
hatchback,manual,petrol,chevrolet,chevrolet aveo u-va,100000,cashmere,3880.0,1670.0,1495.0,2480.0,5 speed,5.0,220.0,4200.0
sedan,manual,diesel,chevrolet,chevrolet cruze,250000,summit white,4597.0,1788.0,1477.0,2685.0,6 speed,5.0,220.0,2000.0
hatchback,manual,petrol,chevrolet,chevrolet aveo u-va,120000,blazing red,3880.0,1670.0,1495.0,2480.0,5 speed,5.0,220.0,2000.0
hatchback,manual,petrol,chevrolet,chevrolet beat,270000,green cocktail,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
sedan,manual,diesel,chevrolet,chevrolet cruze,360000,white,4597.0,1788.0,1477.0,2685.0,5 speed,5.0,170.0,2600.0
hatchback,manual,petrol,chevrolet,chevrolet beat,156032,switch blade silver,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
hatchback,manual,diesel,chevrolet,chevrolet beat,225000,white,3640.0,1595.0,1550.0,2375.0,5 speed,5.0,170.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet aveo u-va,70000,platinum metallic,3880.0,1670.0,1495.0,2480.0,5 speed,5.0,220.0,1750.0
hatchback,manual,diesel,chevrolet,chevrolet beat,220000,white,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet aveo u-va,78780,white,3880.0,1670.0,1495.0,2480.0,5 speed,5.0,220.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet beat,190000,sand drift grey,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
hatchback,manual,diesel,chevrolet,chevrolet beat,125000,summit white,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
muv,manual,diesel,chevrolet,chevrolet enjoy,300000,sandrift grey,4305.0,1680.0,1750.0,2720.0,5 speed,7.0,195.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet spark,120000,red,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,petrol,chevrolet,chevrolet beat,130000,super red,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet spark,150000,maroon,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
sedan,manual,diesel,chevrolet,chevrolet sail,239286,sand drift grey,4249.0,1690.0,1503.0,2465.0,5 speed,5.0,370.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet spark,90000,olympic white,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,1750.0
sedan,manual,petrol,chevrolet,chevrolet optra,125000,white,4540.0,1725.0,1445.0,2600.0,5 speed,5.0,405.0,4000.0
sedan,manual,diesel,chevrolet,chevrolet sail,250000,grey,4249.0,1690.0,1503.0,2465.0,5 speed,5.0,370.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet spark,125000,golden,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
sedan,manual,diesel,chevrolet,chevrolet cruze,450000,summit white,4597.0,1788.0,1477.0,2685.0,6 speed,5.0,170.0,2000.0
sedan,manual,petrol,chevrolet,chevrolet aveo,219000,golden,4310.0,1710.0,1505.0,2480.0,5 speed,5.0,400.0,2000.0
hatchback,manual,petrol,chevrolet,chevrolet beat,100000,green,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
hatchback,manual,diesel,chevrolet,chevrolet beat,134912,sand drift grey,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
sedan,manual,diesel,chevrolet,chevrolet optra,160000,grey,4540.0,1725.0,1445.0,2600.0,5 speed,5.0,405.0,2000.0
hatchback,manual,diesel,chevrolet,chevrolet beat,365000,grey,3640.0,1595.0,1550.0,2375.0,5 speed,5.0,170.0,1750.0
suv,manual,diesel,chevrolet,chevrolet tavera,400000,summit white,4435.0,1680.0,1765.0,2685.0,5 speed,10.0,170.0,2500.0
hatchback,manual,petrol,chevrolet,chevrolet aveo u-va,91623,golden,3880.0,1670.0,1495.0,2480.0,5 speed,5.0,220.0,2500.0
hatchback,manual,petrol,chevrolet,chevrolet spark,157860,golden,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,petrol,chevrolet,chevrolet beat,200000,super red,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet spark,65000,olympic white,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet beat,180000,green cocktail,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet spark,55000,red,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,petrol,chevrolet,chevrolet spark,90000,grey,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,petrol,chevrolet,chevrolet beat,325000,green,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet spark,70000,blazing red,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet spark,78685,red,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,diesel,chevrolet,chevrolet beat,139934,super red,3640.0,1595.0,1550.0,2375.0,5 speed,5.0,170.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet spark,85000,olympic white,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,petrol,chevrolet,chevrolet aveo u-va,75000,platinum metallic,3880.0,1670.0,1495.0,2480.0,5 speed,5.0,220.0,4400.0
hatchback,manual,diesel,chevrolet,chevrolet sail hatchback,300000,sandrift grey,3946.0,1690.0,1503.0,2465.0,5 speed,5.0,248.0,1750.0
hatchback,manual,diesel,chevrolet,chevrolet beat,130000,switch blade silver,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
hatchback,manual,diesel,chevrolet,chevrolet beat,200000,caviar black,3640.0,1595.0,1550.0,2375.0,5 speed,5.0,170.0,1750.0
muv,manual,diesel,chevrolet,chevrolet enjoy,410000,white,4305.0,1680.0,1750.0,2720.0,5 speed,7.0,195.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet sail hatchback,250000,sandrift grey,3946.0,1690.0,1503.0,2465.0,5 speed,5.0,248.0,5000.0
hatchback,manual,petrol,chevrolet,chevrolet beat,150000,misty lake,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
sedan,manual,diesel,chevrolet,chevrolet cruze,200000,caviar black,4597.0,1788.0,1477.0,2685.0,5 speed,5.0,170.0,2600.0
hatchback,manual,diesel,chevrolet,chevrolet beat,121341,green cocktail,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
sedan,automatic,diesel,chevrolet,chevrolet cruze,400000,sand drift grey,4597.0,1788.0,1477.0,2685.0,6 speed,5.0,170.0,2000.0
hatchback,manual,petrol,chevrolet,chevrolet spark,110000,blazing red,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
sedan,manual,diesel,chevrolet,chevrolet optra,175000,white,4540.0,1725.0,1445.0,2600.0,5 speed,5.0,405.0,2000.0
sedan,manual,petrol,chevrolet,chevrolet aveo,200000,grey,4310.0,1710.0,1505.0,2480.0,5 speed,5.0,400.0,3500.0
sedan,manual,petrol,chevrolet,chevrolet aveo,70000,white,4310.0,1710.0,1505.0,2480.0,5 speed,5.0,400.0,3500.0
sedan,manual,diesel,chevrolet,chevrolet cruze,250000,black,4597.0,1788.0,1477.0,2685.0,5 speed,5.0,170.0,2600.0
sedan,manual,diesel,chevrolet,chevrolet cruze,240000,summit white,4597.0,1788.0,1477.0,2685.0,6 speed,5.0,170.0,2000.0
muv,manual,petrol,chevrolet,chevrolet enjoy,250000,caviar black,4305.0,1680.0,1750.0,2720.0,5 speed,8.0,195.0,4400.0
suv,manual,diesel,chevrolet,chevrolet tavera,450000,white,4435.0,1680.0,1765.0,2685.0,5 speed,10.0,170.0,2500.0
hatchback,manual,diesel,chevrolet,chevrolet beat,180000,linen beige,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
sedan,manual,petrol,chevrolet,chevrolet aveo,80000,red,4310.0,1710.0,1505.0,2480.0,5 speed,5.0,400.0,3500.0
sedan,manual,petrol,chevrolet,chevrolet aveo,185000,maroon,4310.0,1710.0,1505.0,2480.0,5 speed,5.0,400.0,3500.0
hatchback,manual,petrol,chevrolet,chevrolet spark,100000,white,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,3500.0
hatchback,manual,petrol,chevrolet,chevrolet aveo u-va,60000,platinum metallic,3880.0,1670.0,1495.0,2480.0,5 speed,5.0,220.0,4400.0
sedan,manual,diesel,chevrolet,chevrolet cruze,415000,summit white,4597.0,1788.0,1477.0,2685.0,6 speed,5.0,220.0,2000.0
hatchback,manual,petrol,chevrolet,chevrolet beat,200000,sand drift grey,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet aveo u-va,100000,golden,3880.0,1670.0,1495.0,2480.0,5 speed,5.0,220.0,4400.0
hatchback,manual,diesel,chevrolet,chevrolet beat,200000,white,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet spark,70000,blazing red,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,diesel,chevrolet,chevrolet beat,120000,sand drift grey,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet beat,120000,super red,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet beat,100000,blue,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
muv,manual,diesel,chevrolet,chevrolet enjoy,250000,switch blade silver,4305.0,1680.0,1750.0,2720.0,5 speed,7.0,195.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet beat,130000,sand drift grey,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet beat,180000,black,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
suv,manual,diesel,chevrolet,chevrolet captiva,300000,white,4673.0,1849.0,1755.0,2702.0,6 speed,7.0,465.0,2000.0
sedan,manual,petrol,chevrolet,chevrolet sail,200000,velvet red,4249.0,1690.0,1503.0,2465.0,5 speed,5.0,370.0,5000.0
sedan,manual,petrol,chevrolet,chevrolet optra,70000,red,4500.0,1725.0,1445.0,2600.0,5 speed,5.0,370.0,5000.0
hatchback,manual,petrol,chevrolet,chevrolet aveo u-va,80000,grey,3880.0,1670.0,1495.0,2480.0,5 speed,5.0,220.0,5000.0
hatchback,manual,petrol,chevrolet,chevrolet sail hatchback,180000,sandrift grey,3946.0,1690.0,1503.0,2465.0,5 speed,5.0,248.0,5000.0
hatchback,manual,diesel,chevrolet,chevrolet sail hatchback,140000,sandrift grey,3946.0,1690.0,1503.0,2465.0,5 speed,5.0,248.0,1750.0
hatchback,manual,diesel,chevrolet,chevrolet beat,210000,grey,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet beat,190000,misty lake,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
muv,manual,diesel,chevrolet,chevrolet tavera,165000,blazing red,4435.0,1680.0,1765.0,2685.0,5 speed,10.0,170.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet aveo u-va,70000,cashmere,3880.0,1670.0,1495.0,2480.0,5 speed,5.0,220.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet beat,100000,super red,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
sedan,automatic,diesel,chevrolet,chevrolet cruze,700000,white,4597.0,1788.0,1477.0,2685.0,6 speed,5.0,450.0,2000.0
hatchback,manual,petrol,chevrolet,chevrolet spark,100000,golden,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
sedan,automatic,diesel,chevrolet,chevrolet cruze,650000,summit white,4597.0,1788.0,1477.0,2685.0,6 speed,5.0,450.0,2000.0
hatchback,manual,petrol,chevrolet,chevrolet spark,101000,golden,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,petrol,chevrolet,chevrolet spark,100000,grey,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,petrol,chevrolet,chevrolet beat,105000,white,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
sedan,manual,diesel,chevrolet,chevrolet sail,115000,switch blade silver,4249.0,1690.0,1503.0,2465.0,5 speed,5.0,370.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet beat,95000,caviar black,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet beat,170000,blue,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
sedan,manual,diesel,chevrolet,chevrolet cruze,170000,black,4597.0,1788.0,1477.0,2685.0,5 speed,5.0,170.0,2600.0
muv,manual,diesel,chevrolet,chevrolet enjoy,200000,switch blade silver,4305.0,1680.0,1750.0,2720.0,5 speed,7.0,195.0,1750.0
muv,manual,diesel,chevrolet,chevrolet enjoy,350000,sandrift grey,4305.0,1680.0,1750.0,2720.0,5 speed,8.0,195.0,1750.0
sedan,manual,diesel,chevrolet,chevrolet optra,200000,black,4540.0,1725.0,1445.0,2600.0,5 speed,5.0,405.0,2000.0
hatchback,manual,petrol,chevrolet,chevrolet aveo u-va,120000,black,3880.0,1670.0,1495.0,2480.0,5 speed,5.0,220.0,4400.0
sedan,manual,diesel,chevrolet,chevrolet sail,295000,white,4249.0,1690.0,1503.0,2465.0,5 speed,5.0,370.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet aveo u-va,110000,golden,3880.0,1670.0,1495.0,2480.0,5 speed,5.0,220.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet beat,100000,caviar black,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
sedan,manual,petrol,chevrolet,chevrolet sail,270000,caviar black,4249.0,1690.0,1503.0,2465.0,5 speed,5.0,370.0,5000.0
sedan,manual,petrol,chevrolet,chevrolet aveo,80000,silver,4310.0,1710.0,1505.0,2480.0,5 speed,5.0,400.0,3500.0
sedan,manual,petrol,chevrolet,chevrolet aveo,90000,golden,4310.0,1710.0,1505.0,2480.0,5 speed,5.0,400.0,3500.0
hatchback,manual,petrol,chevrolet,chevrolet spark,80000,caviar black,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
suv,manual,diesel,chevrolet,chevrolet captiva,600000,white,4660.0,1870.0,1755.0,2705.0,5 speed,7.0,170.0,2000.0
hatchback,manual,petrol,chevrolet,chevrolet beat,265000,super red,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet spark,110000,grey,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,diesel,chevrolet,chevrolet beat,130000,grey,3640.0,1595.0,1550.0,2375.0,5 speed,5.0,170.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet beat,235000,black,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet beat,122722,linen beige,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet spark,65000,golden,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,petrol,chevrolet,chevrolet beat,200000,bright green,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
muv,manual,diesel,chevrolet,chevrolet enjoy,350000,velvet red,4305.0,1680.0,1750.0,2720.0,5 speed,7.0,195.0,1750.0
sedan,manual,diesel,chevrolet,chevrolet sail,267085,summit white,4249.0,1690.0,1503.0,2465.0,5 speed,5.0,370.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet spark,94865,golden,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
hatchback,manual,petrol,chevrolet,chevrolet spark,95531,red,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
sedan,manual,diesel,chevrolet,chevrolet cruze,250000,sand drift grey,4597.0,1788.0,1477.0,2685.0,6 speed,5.0,170.0,2000.0
hatchback,manual,diesel,chevrolet,chevrolet beat,248622,switch blade silver,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
muv,manual,diesel,chevrolet,chevrolet enjoy,250000,sandrift grey,4305.0,1680.0,1750.0,2720.0,5 speed,8.0,195.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet aveo u-va,120000,platinum metallic,3880.0,1670.0,1495.0,2480.0,5 speed,5.0,220.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet spark,80000,golden,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
sedan,manual,petrol,chevrolet,chevrolet aveo,75000,silver,4310.0,1710.0,1505.0,2480.0,5 speed,5.0,400.0,3500.0
muv,manual,diesel,chevrolet,chevrolet enjoy,270000,switch blade silver,4305.0,1680.0,1750.0,2720.0,5 speed,7.0,195.0,1750.0
hatchback,manual,diesel,chevrolet,chevrolet beat,125000,sand drift grey,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
muv,manual,petrol,chevrolet,chevrolet enjoy,170000,white,4305.0,1680.0,1750.0,2720.0,5 speed,8.0,195.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet beat,100000,misty lake,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
hatchback,manual,petrol,chevrolet,chevrolet spark,125000,caviar black,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4400.0
hatchback,manual,diesel,chevrolet,chevrolet beat,120000,white,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet beat,150000,sand drift grey,3640.0,1595.0,1520.0,2375.0,5 speed,5.0,170.0,4400.0
muv,manual,diesel,chevrolet,chevrolet enjoy,250000,sandrift grey,4305.0,1680.0,1750.0,2720.0,5 speed,7.0,195.0,1750.0
hatchback,manual,petrol,chevrolet,chevrolet spark,130000,white,3495.0,1495.0,1518.0,2345.0,5 speed,5.0,170.0,4200.0
sedan,manual,petrol,chevrolet,chevrolet sail,300000,switch blade silver,4249.0,1690.0,1503.0,2465.0,5 speed,5.0,370.0,5000.0
