Body,Transmission,Fuel,Brand,Model,Price,Color,Length,Width,Height,Wheel Base,Gear Box,Seats,Cargo Volume,Max Torque At
hatchback,manual,cng,maruti,maruti wagon r,370000,silver,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti celerio,365000,grey,3600.0,1600.0,1560.0,2425.0,5 speed,5.0,235.0,3500.0
sedan,manual,cng,honda,honda amaze,421000,silver,3990.0,1680.0,1505.0,2405.0,5 speed,5.0,400.0,4500.0
hatchback,manual,cng,maruti,maruti wagon r,240000,silver,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,400.0,3500.0
muv,manual,cng,maruti,maruti ertiga,1175000,white,4395.0,1735.0,1690.0,2740.0,5 speed,7.0,400.0,4200.0
hatchback,manual,cng,maruti,maruti wagon r,250000,white,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti alto,145000,blue,3495.0,1475.0,1460.0,2360.0,5 speed,5.0,180.0,3000.0
hatchback,manual,cng,hyundai,hyundai grand i10,465000,grey,3765.0,1660.0,1520.0,2425.0,5 speed,5.0,256.0,4000.0
hatchback,manual,cng,maruti,maruti wagon r,560000,silver,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,215000,silver,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti celerio,425000,silky silver,3695.0,1600.0,1560.0,2425.0,5 speed,5.0,235.0,3500.0
hatchback,manual,cng,maruti,maruti celerio,380000,white,3695.0,1600.0,1560.0,2425.0,5 speed,5.0,235.0,3500.0
muv,manual,cng,maruti,maruti ertiga,795000,silver,4296.0,1695.0,1685.0,2740.0,5 speed,7.0,135.0,4000.0
hatchback,manual,cng,maruti,maruti wagon r,350000,bakers chocolate,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,650000,silky silver,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,599000,white,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,hyundai,hyundai grand i10,425000,white,3765.0,1660.0,1520.0,2425.0,5 speed,5.0,256.0,4000.0
hatchback,manual,cng,maruti,maruti wagon r,317736,white,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
muv,manual,cng,maruti,maruti ertiga tour,1000000,white,4395.0,1735.0,1690.0,2740.0,5 speed,7.0,180.0,4400.0
hatchback,manual,cng,maruti,maruti celerio,317400,cerulean blue,3600.0,1600.0,1560.0,2425.0,5 speed,5.0,235.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,250000,silver,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,380000,grey,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,600000,silky silver,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,325000,white,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
sedan,manual,cng,maruti,maruti swift dzire tour,600000,white,3995.0,1695.0,1555.0,2430.0,5 speed,5.0,341.0,4000.0
hatchback,manual,cng,maruti,maruti wagon r,613000,brown,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,285000,grey,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,424999,white,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,613000,white,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,250000,white,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,600000,white,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
minivans,manual,cng,maruti,maruti eeco,341000,white,3675.0,1475.0,1800.0,2350.0,5 speed,5.0,275.0,3000.0
hatchback,manual,cng,maruti,maruti wagon r,439112,blue,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,200000,grey,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,hyundai,hyundai santro,90000,gray,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,534000,prime pool side blue,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,395000,silver,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,385000,white,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,325000,silver,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti estilo,195000,white,3600.0,1475.0,1595.0,2360.0,5 speed,5.0,180.0,3500.0
muv,manual,cng,maruti,maruti ertiga,600000,granite grey,4296.0,1695.0,1685.0,2740.0,5 speed,7.0,135.0,4000.0
minivans,manual,cng,maruti,maruti eeco,350000,white,3675.0,1475.0,1825.0,2350.0,5 speed,5.0,275.0,3000.0
hatchback,manual,cng,maruti,maruti wagon r,305000,brown,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti eeco cargo,500000,white,3675.0,1475.0,1825.0,2350.0,5 speed,2.0,341.0,3000.0
hatchback,manual,cng,maruti,maruti wagon r,320000,other,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
muv,manual,cng,maruti,maruti ertiga,570000,granite grey,4265.0,1695.0,1685.0,2740.0,5 speed,7.0,135.0,4000.0
hatchback,manual,cng,maruti,maruti alto k10,260000,granite grey,3545.0,1515.0,1475.0,2360.0,5 speed,4.0,177.0,3500.0
muv,manual,cng,maruti,maruti ertiga,715000,silver,4265.0,1695.0,1685.0,2740.0,5 speed,7.0,135.0,4000.0
hatchback,manual,cng,maruti,maruti alto 800,330000,silky silver,3445.0,1490.0,1475.0,2360.0,5 speed,5.0,177.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,410000,white,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,290000,silver,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
sedan,manual,cng,hyundai,hyundai aura,750000,white,3995.0,1680.0,1520.0,2450.0,5 speed,5.0,341.0,4000.0
hatchback,manual,cng,maruti,maruti wagon r,285000,brown,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,140974,grey,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,310000,brown,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
minivans,manual,cng,maruti,maruti eeco,500000,white,3675.0,1475.0,1825.0,2350.0,5 speed,5.0,180.0,3000.0
hatchback,manual,cng,hyundai,hyundai grand i10 nios,725000,silver,3805.0,1680.0,1520.0,2450.0,5 speed,5.0,180.0,4000.0
hatchback,manual,cng,maruti,maruti celerio,450000,arctic white,3695.0,1600.0,1560.0,2425.0,5 speed,5.0,235.0,3500.0
sedan,manual,cng,honda,honda city,395000,maroon,4440.0,1695.0,1485.0,2550.0,5 speed,5.0,506.0,4800.0
hatchback,manual,cng,maruti,maruti celerio,350000,gray,3600.0,1600.0,1560.0,2425.0,5 speed,5.0,235.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,366738,white,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
minivans,manual,cng,maruti,maruti eeco,606845,metallic glistening grey,3675.0,1475.0,1825.0,2350.0,5 speed,5.0,180.0,3000.0
hatchback,manual,cng,maruti,maruti wagon r,140974,silky silver,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
minivans,manual,cng,maruti,maruti eeco,550000,white,3675.0,1475.0,1825.0,2350.0,5 speed,5.0,180.0,3000.0
hatchback,manual,cng,maruti,maruti alto 800,400000,white,3445.0,1515.0,1475.0,2360.0,5 speed,4.0,180.0,3500.0
hatchback,manual,cng,hyundai,hyundai santro,560000,white,3610.0,1645.0,1560.0,2400.0,5 speed,5.0,235.0,4500.0
hatchback,manual,cng,maruti,maruti wagon r,230000,white,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,tata,tata tiago,740000,midnight plum,3765.0,1677.0,1535.0,2400.0,5 speed,5.0,180.0,3500.0
minivans,manual,cng,maruti,maruti eeco,315000,white,3675.0,1475.0,1800.0,2350.0,5 speed,5.0,275.0,3000.0
minivans,manual,cng,maruti,maruti eeco,570000,gray,3675.0,1475.0,1825.0,2350.0,5 speed,5.0,275.0,3000.0
hatchback,manual,cng,maruti,maruti wagon r,245000,silver,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,tata,tata tiago,720000,black,3765.0,1677.0,1535.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti alto,120000,white,3495.0,1475.0,1460.0,2360.0,5 speed,5.0,180.0,3000.0
muv,manual,cng,maruti,maruti ertiga tour,950000,white,4395.0,1735.0,1690.0,2740.0,5 speed,7.0,180.0,4400.0
hatchback,manual,cng,maruti,maruti wagon r,440000,silver,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,640000,silver,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,180.0,3400.0
sedan,manual,cng,hyundai,hyundai aura,725000,white,3995.0,1680.0,1520.0,2450.0,5 speed,5.0,180.0,4000.0
hatchback,manual,cng,maruti,maruti alto 800,500000,white,3445.0,1515.0,1475.0,2360.0,5 speed,4.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,280000,silver,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,130000,midnight black,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,265000,grey,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,319430,bakers chocolate,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,575000,magma grey,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,300000,golden,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
sedan,manual,cng,hyundai,hyundai accent,190000,white,4250.0,1670.0,1370.0,2440.0,5 speed,5.0,380.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,580000,solid white,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
minivans,manual,cng,maruti,maruti eeco,492801,gray,3675.0,1475.0,1825.0,2350.0,5 speed,5.0,275.0,3000.0
minivans,manual,cng,maruti,maruti eeco,530000,white,3675.0,1475.0,1825.0,2350.0,5 speed,5.0,275.0,3000.0
minivans,manual,cng,maruti,maruti eeco,620000,white,3675.0,1475.0,1825.0,2350.0,5 speed,5.0,275.0,3000.0
sedan,manual,cng,honda,honda city,301000,white,4440.0,1695.0,1485.0,2550.0,5 speed,5.0,506.0,4800.0
minivans,manual,cng,maruti,maruti eeco,500000,silver,3675.0,1475.0,1825.0,2350.0,5 speed,5.0,506.0,3000.0
hatchback,manual,cng,maruti,maruti alto 800,300000,white,3430.0,1490.0,1475.0,2360.0,5 speed,5.0,177.0,3500.0
muv,manual,cng,maruti,maruti ertiga,600000,silver,4265.0,1695.0,1685.0,2740.0,5 speed,7.0,135.0,4000.0
minivans,manual,cng,maruti,maruti eeco,390000,white,3675.0,1475.0,1825.0,2350.0,5 speed,5.0,275.0,3000.0
hatchback,manual,cng,maruti,maruti wagon r,275000,red,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,hyundai,hyundai santro,540000,grey,3610.0,1645.0,1560.0,2400.0,5 speed,5.0,235.0,4500.0
hatchback,manual,cng,maruti,maruti wagon r,320000,brown,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
muv,manual,cng,maruti,maruti ertiga,790000,grey,4296.0,1695.0,1685.0,2740.0,5 speed,7.0,135.0,4000.0
minivans,manual,cng,maruti,maruti eeco,350000,silver,3675.0,1475.0,1800.0,2350.0,5 speed,5.0,135.0,3000.0
hatchback,manual,cng,maruti,maruti alto 800,250000,silky silver,3395.0,1490.0,1475.0,2360.0,5 speed,5.0,177.0,3500.0
hatchback,manual,cng,maruti,maruti alto 800,225000,new granite grey,3395.0,1490.0,1475.0,2360.0,5 speed,5.0,177.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,300000,white,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,515000,brown,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
minivans,manual,cng,maruti,maruti eeco,575000,silver,3675.0,1475.0,1825.0,2350.0,5 speed,5.0,341.0,3000.0
hatchback,manual,cng,maruti,maruti wagon r,385000,white,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,500000,grey,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
muv,manual,cng,maruti,maruti ertiga,600000,granite blackk,4296.0,1695.0,1685.0,2740.0,5 speed,7.0,135.0,4000.0
hatchback,manual,cng,maruti,maruti wagon r,295000,brown,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,135.0,3500.0
hatchback,manual,cng,maruti,maruti alto 800,155000,white,3395.0,1490.0,1475.0,2360.0,5 speed,5.0,177.0,3500.0
sedan,manual,cng,hyundai,hyundai accent,140000,silver,4250.0,1670.0,1370.0,2440.0,5 speed,5.0,380.0,3500.0
hatchback,manual,cng,maruti,maruti alto 800,290000,silky silver,3430.0,1490.0,1475.0,2360.0,5 speed,5.0,177.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,200000,white,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,177.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,234579,white,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,hyundai,hyundai santro xing,270000,white,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,310000,white,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,375000,white,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,490000,other,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
minivans,manual,cng,maruti,maruti eeco,450000,grey,3675.0,1475.0,1800.0,2350.0,5 speed,5.0,341.0,3000.0
hatchback,manual,cng,maruti,maruti celerio,540000,white,3695.0,1600.0,1560.0,2425.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti eeco,625699,white,3675.0,1475.0,1825.0,2350.0,5 speed,5.0,341.0,3000.0
minivans,manual,cng,maruti,maruti eeco,440000,white,3675.0,1475.0,1825.0,2350.0,5 speed,5.0,275.0,3000.0
hatchback,manual,cng,maruti,maruti wagon r,271156,silky silver,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,275.0,3500.0
hatchback,manual,cng,maruti,maruti zen estilo,160000,bright red,3600.0,1475.0,1595.0,2360.0,5 speed,5.0,275.0,3500.0
minivans,manual,cng,maruti,maruti eeco,370000,gray,3675.0,1475.0,1825.0,2350.0,5 speed,5.0,275.0,3000.0
hatchback,manual,cng,maruti,maruti wagon r,263928,white,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
sedan,manual,cng,hyundai,hyundai accent,130000,other,4250.0,1670.0,1370.0,2440.0,5 speed,5.0,380.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,255000,silver,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,155128,silver,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,341.0,3500.0
minivans,manual,cng,maruti,maruti eeco,475000,silver,3675.0,1475.0,1825.0,2350.0,5 speed,5.0,275.0,3000.0
hatchback,manual,cng,maruti,maruti celerio,465000,grey,3600.0,1600.0,1560.0,2425.0,5 speed,5.0,235.0,3500.0
hatchback,manual,cng,maruti,maruti alto,110000,red,3495.0,1475.0,1460.0,2360.0,5 speed,5.0,235.0,3000.0
hatchback,manual,cng,maruti,maruti wagon r,439276,silver,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,319430,glistening grey,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,530000,white,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,150000,silver,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,500000,white,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti celerio,436111,grey,3600.0,1600.0,1560.0,2425.0,5 speed,5.0,235.0,3500.0
hatchback,manual,cng,maruti,maruti celerio,510448,grey,3695.0,1600.0,1560.0,2425.0,5 speed,5.0,235.0,3500.0
hatchback,manual,cng,maruti,maruti celerio,419000,silver,3600.0,1600.0,1560.0,2425.0,5 speed,5.0,235.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,120000,silver,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,235.0,3500.0
hatchback,manual,cng,maruti,maruti alto 800,250000,superior white,3395.0,1490.0,1475.0,2360.0,5 speed,5.0,177.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,270909,glistening grey,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,177.0,3500.0
hatchback,manual,cng,maruti,maruti zen estilo,158101,dusky brown,3600.0,1475.0,1595.0,2360.0,5 speed,5.0,177.0,3500.0
minivans,manual,cng,maruti,maruti eeco,192761,white,3675.0,1475.0,1800.0,2350.0,5 speed,5.0,177.0,3000.0
hatchback,manual,cng,maruti,maruti wagon r,450000,white,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
muv,manual,cng,maruti,maruti ertiga,695000,silver,4265.0,1695.0,1685.0,2740.0,5 speed,7.0,135.0,4000.0
hatchback,manual,cng,tata,tata nano,145539,white,3164.0,1750.0,1652.0,2230.0,4 speed,4.0,110.0,4000.0
muv,manual,cng,maruti,maruti ertiga,820000,metallic silky silver,4395.0,1735.0,1690.0,2740.0,5 speed,7.0,110.0,4400.0
hatchback,manual,cng,maruti,maruti wagon r,300000,glistening grey,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,110.0,3500.0
sedan,manual,cng,hyundai,hyundai aura,750000,white,3995.0,1680.0,1520.0,2450.0,5 speed,5.0,110.0,4000.0
hatchback,manual,cng,maruti,maruti alto 800,150000,white,3395.0,1490.0,1475.0,2360.0,5 speed,5.0,177.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,270909,silky silver,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,177.0,3500.0
muv,manual,cng,maruti,maruti ertiga,590000,granite grey,4296.0,1695.0,1685.0,2740.0,5 speed,7.0,135.0,4000.0
hatchback,manual,cng,maruti,maruti wagon r,320000,bakers chocolate,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,hyundai,hyundai santro,520000,fiery red,3610.0,1645.0,1560.0,2400.0,5 speed,5.0,235.0,4500.0
hatchback,manual,cng,maruti,maruti wagon r,299001,red,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,235.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,192872,glistening grey,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,235.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,650000,grey,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,235.0,3400.0
hatchback,manual,cng,hyundai,hyundai santro,450000,typhoon silver,3610.0,1645.0,1560.0,2400.0,5 speed,5.0,235.0,4500.0
hatchback,manual,cng,hyundai,hyundai santro,450000,star dust,3610.0,1645.0,1560.0,2400.0,5 speed,5.0,235.0,4500.0
hatchback,manual,cng,maruti,maruti wagon r,315000,bakers chocolate,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
muv,manual,cng,maruti,maruti ertiga,607089,red,4265.0,1695.0,1685.0,2740.0,5 speed,7.0,135.0,4000.0
hatchback,manual,cng,maruti,maruti wagon r,239471,silver,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti alto 800,271769,superior white,3395.0,1490.0,1475.0,2360.0,5 speed,5.0,177.0,3500.0
muv,manual,cng,maruti,maruti ertiga,898457,metallic silky silver,4395.0,1735.0,1690.0,2740.0,5 speed,7.0,177.0,4400.0
hatchback,manual,cng,hyundai,hyundai santro,50000,black,4395.0,1735.0,1690.0,2740.0,5 speed,5.0,177.0,4400.0
hatchback,manual,cng,maruti,maruti celerio tour 2018-2021,450000,white,4395.0,1735.0,1690.0,2740.0,5 speed,5.0,177.0,4400.0
hatchback,manual,cng,maruti,maruti celerio,285000,silver,3600.0,1600.0,1560.0,2425.0,5 speed,5.0,235.0,3500.0
hatchback,manual,cng,maruti,maruti celerio,560000,silver,3695.0,1600.0,1560.0,2425.0,5 speed,5.0,235.0,3500.0
hatchback,manual,cng,hyundai,hyundai grand i10 nios,791000,blue,3805.0,1680.0,1520.0,2450.0,5 speed,5.0,180.0,4000.0
hatchback,manual,cng,maruti,maruti wagon r,350000,silver,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,340000,white,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,280000,gray,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,380000,bakers chocolate,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
minivans,manual,cng,maruti,maruti omni,70000,white,3599.0,1495.0,1700.0,2400.0,4 speed,8.0,210.0,3500.0
sedan,manual,cng,hyundai,hyundai aura,715000,gray,3995.0,1680.0,1520.0,2450.0,5 speed,5.0,210.0,4000.0
muv,manual,cng,maruti,maruti ertiga,650000,silky silver,4296.0,1695.0,1685.0,2740.0,5 speed,7.0,135.0,4000.0
sedan,manual,cng,toyota,toyota corolla altis,230375,silver,4540.0,1760.0,1480.0,2600.0,6 speed,5.0,135.0,4000.0
muv,manual,cng,maruti,maruti ertiga tour,1028000,white,4395.0,1735.0,1690.0,2740.0,5 speed,7.0,135.0,4400.0
hatchback,manual,cng,maruti,maruti wagon r,360000,silver,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,hyundai,hyundai grand i10 nios,645000,typhoon silver,3805.0,1680.0,1520.0,2450.0,5 speed,5.0,341.0,4000.0
hatchback,manual,cng,hyundai,hyundai santro xing,90000,silver,3805.0,1680.0,1520.0,2450.0,5 speed,5.0,341.0,4000.0
hatchback,manual,cng,maruti,maruti wagon r,330000,glistening grey,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
minivans,manual,cng,maruti,maruti eeco,500000,metallic glistening grey,3675.0,1475.0,1825.0,2350.0,5 speed,5.0,180.0,3000.0
hatchback,manual,cng,maruti,maruti wagon r,235000,silver,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,200000,blue,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,150000,white,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,tata,tata tiago,700000,grey,3765.0,1677.0,1535.0,2400.0,5 speed,5.0,180.0,3500.0
minivans,manual,cng,maruti,maruti eeco,400000,white,3675.0,1475.0,1825.0,2350.0,5 speed,5.0,275.0,3000.0
sedan,manual,cng,tata,tata tigor,832498,red,3993.0,1677.0,1532.0,2450.0,5 speed,5.0,205.0,3500.0
sedan,manual,cng,hyundai,hyundai aura,900000,white,3995.0,1680.0,1520.0,2450.0,5 speed,5.0,205.0,4000.0
hatchback,manual,cng,maruti,maruti alto k10,240000,fire brick red,3545.0,1515.0,1475.0,2360.0,5 speed,4.0,177.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,375000,white,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,369000,silver,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti zen estilo,175000,white,3600.0,1475.0,1595.0,2360.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti alto 800,350000,uptown red,3445.0,1490.0,1475.0,2360.0,5 speed,5.0,177.0,3500.0
muv,manual,cng,maruti,maruti xl6,1200000,white,4445.0,1775.0,1755.0,2740.0,5 speed,6.0,209.0,4200.0
minivans,manual,cng,maruti,maruti eeco,350000,grey,3675.0,1475.0,1825.0,2350.0,5 speed,5.0,209.0,3000.0
hatchback,manual,cng,maruti,maruti alto 800,325000,white,3430.0,1490.0,1475.0,2360.0,5 speed,5.0,177.0,3500.0
hatchback,manual,cng,hyundai,hyundai grand i10 nios,630000,aqua teal,3805.0,1680.0,1520.0,2450.0,5 speed,5.0,177.0,4000.0
hatchback,manual,cng,maruti,maruti wagon r,585000,silver,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
hatchback,manual,cng,maruti,maruti celerio,670000,white,3695.0,1655.0,1555.0,2435.0,5 speed,5.0,341.0,3400.0
hatchback,manual,cng,maruti,maruti wagon r,345000,brown,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,399999,brown,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
hatchback,manual,cng,maruti,maruti wagon r,350000,glistening grey,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
sedan,manual,cng,hyundai,hyundai xcent prime,400000,polar white,3995.0,1660.0,1520.0,2425.0,5 speed,5.0,180.0,4200.0
sedan,manual,cng,maruti,maruti sx4,200000,midnight black,4490.0,1735.0,1550.0,2500.0,5 speed,5.0,504.0,4100.0
hatchback,manual,cng,maruti,maruti celerio,550000,white,3695.0,1655.0,1555.0,2435.0,5 speed,5.0,504.0,3400.0
